Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,48.275001525878906,48.474998474121094,47.05500030517578,47.51499938964844,43.08013916015625,4985800
2015-01-05,47.255001068115234,47.275001525878906,46.564998626708984,46.75,42.38654708862305,6889200
2015-01-06,46.94499969482422,47.07500076293945,46.03499984741211,46.474998474121094,42.1371955871582,7576000
2015-01-07,46.80500030517578,47.650001525878906,46.54999923706055,47.435001373291016,43.00759506225586,7256000
2015-01-08,47.83000183105469,48.54999923706055,47.810001373291016,48.529998779296875,44.00040054321289,5978200
2015-01-09,48.46500015258789,48.494998931884766,47.79999923706055,47.994998931884766,43.51533508300781,4689000
2015-01-12,47.95500183105469,48.2599983215332,47.6150016784668,47.93000030517578,43.45640182495117,5630800
2015-01-13,48.16999816894531,48.724998474121094,47.314998626708984,47.505001068115234,43.07106399536133,6182200
2015-01-14,46.689998626708984,47.185001373291016,46.45500183105469,46.85499954223633,42.48173141479492,6750400
2015-01-15,47.314998626708984,47.34000015258789,46.28499984741211,46.404998779296875,42.07373809814453,4235000
2015-01-16,46.3849983215332,46.564998626708984,46.01499938964844,46.494998931884766,42.15535354614258,8770000
2015-01-20,46.720001220703125,46.94499969482422,46.310001373291016,46.80500030517578,42.436405181884766,9403800
2015-01-21,46.55500030517578,47.064998626708984,46.505001068115234,46.755001068115234,42.39107131958008,5854000
2015-01-22,47.17499923706055,48.05500030517578,46.779998779296875,47.92499923706055,43.45186233520508,6952400
2015-01-23,48.06999969482422,48.375,47.82500076293945,48.08000183105469,43.592403411865234,6781000
2015-01-26,48.0,48.23500061035156,47.775001525878906,48.17499923706055,43.67852783203125,4964000
2015-01-27,47.650001525878906,47.724998474121094,47.060001373291016,47.25,42.83986282348633,6696800
2015-01-28,47.5,47.65999984741211,46.625,46.654998779296875,42.3004035949707,6402600
2015-01-29,46.834999084472656,47.435001373291016,46.584999084472656,47.435001373291016,43.00759506225586,6802400
2015-01-30,46.959999084472656,47.18000030517578,46.04999923706055,46.125,41.81985855102539,8106400
2015-02-02,46.34000015258789,46.345001220703125,45.3849983215332,45.959999084472656,41.6702766418457,8056600
2015-02-03,46.1150016784668,46.69499969482422,46.01499938964844,46.67499923706055,42.31853103637695,7940200
2015-02-04,46.3849983215332,46.6349983215332,46.1349983215332,46.27000045776367,41.95133972167969,7187400
2015-02-05,46.439998626708984,46.79499816894531,46.279998779296875,46.66999816894531,42.31399154663086,5754400
2015-02-06,46.70000076293945,46.73500061035156,45.77000045776367,45.89500045776367,41.61134719848633,7381800
2015-02-09,45.75,45.849998474121094,45.345001220703125,45.584999084472656,41.33026885986328,7339400
2015-02-10,45.869998931884766,46.54999923706055,45.61000061035156,46.375,42.04653549194336,7694600
2015-02-11,46.244998931884766,46.375,45.474998474121094,45.654998779296875,41.393733978271484,8541000
2015-02-12,45.72999954223633,46.33000183105469,45.400001525878906,46.0,41.706546783447266,11855800
2015-02-13,46.0099983215332,46.28499984741211,45.95000076293945,46.02000045776367,41.72467041015625,7695600
2015-02-17,45.869998931884766,46.45000076293945,45.86000061035156,45.93000030517578,41.643089294433594,7371000
2015-02-18,45.77000045776367,46.8849983215332,45.71500015258789,46.810001373291016,42.44092559814453,8143800
2015-02-19,46.7400016784668,47.130001068115234,46.7400016784668,46.849998474121094,42.477203369140625,6605200
2015-02-20,46.80500030517578,47.64500045776367,46.67499923706055,47.46500015258789,43.03480911254883,7398000
2015-02-23,47.459999084472656,47.6150016784668,47.13999938964844,47.505001068115234,43.07106399536133,4622200
2015-02-24,47.375,47.77000045776367,47.375,47.709999084472656,43.256935119628906,5239200
2015-02-25,47.709999084472656,48.599998474121094,47.709999084472656,48.40999984741211,43.8915901184082,7053600
2015-02-26,48.33000183105469,48.665000915527344,48.32500076293945,48.494998931884766,44.096187591552734,5935000
2015-02-27,48.474998474121094,48.70500183105469,48.314998626708984,48.560001373291016,44.155303955078125,7118600
2015-03-02,48.44499969482422,49.43000030517578,48.375,49.375,44.896366119384766,11025000
2015-03-03,49.220001220703125,49.23500061035156,48.560001373291016,48.98500061035156,44.54174041748047,7038400
2015-03-04,48.834999084472656,48.935001373291016,48.47999954223633,48.7599983215332,44.33715057373047,4853000
2015-03-05,48.97999954223633,49.34000015258789,48.89500045776367,49.22999954223633,44.76451110839844,6633600
2015-03-06,49.22999954223633,49.345001220703125,48.29999923706055,48.45500183105469,44.05982971191406,7174600
2015-03-09,48.54499816894531,48.90999984741211,48.470001220703125,48.71500015258789,44.296241760253906,5938800
2015-03-10,48.209999084472656,48.48500061035156,48.125,48.255001068115234,43.87795639038086,7096000
2015-03-11,48.189998626708984,48.540000915527344,47.59000015258789,47.66999816894531,43.34602737426758,7484200
2015-03-12,47.75,48.54999923706055,47.689998626708984,48.52000045776367,44.11892318725586,5809800
2015-03-13,48.52000045776367,48.7400016784668,47.650001525878906,47.904998779296875,43.5597038269043,7396200
2015-03-16,48.099998474121094,48.400001525878906,47.96500015258789,48.220001220703125,43.846134185791016,8497000
2015-03-17,48.06999969482422,48.38999938964844,47.755001068115234,48.27000045776367,43.8915901184082,6408200
2015-03-18,48.27000045776367,48.935001373291016,47.80500030517578,48.755001068115234,44.332603454589844,8855600
2015-03-19,48.904998779296875,49.310001373291016,48.60499954223633,49.15999984741211,44.70087432861328,13536000
2015-03-20,51.314998626708984,51.89500045776367,50.625,50.9900016784668,46.36488342285156,29779800
2015-03-23,50.775001525878906,51.29999923706055,50.599998474121094,50.72999954223633,46.12845993041992,10471800
2015-03-24,50.525001525878906,50.83000183105469,50.29999923706055,50.32500076293945,45.760189056396484,7598800
2015-03-25,50.5,50.59000015258789,49.470001220703125,49.494998931884766,45.0054817199707,8133400
2015-03-26,49.16999816894531,50.04499816894531,48.834999084472656,49.665000915527344,45.16006851196289,9479800
2015-03-27,49.560001373291016,50.09000015258789,49.560001373291016,49.939998626708984,45.41011047363281,4403600
2015-03-30,50.6150016784668,50.775001525878906,50.27000045776367,50.44499969482422,45.86931610107422,5435400
2015-03-31,50.439998626708984,50.91999816894531,50.14500045776367,50.165000915527344,45.614707946777344,6309200
2015-04-01,50.0,50.13999938964844,49.16999816894531,49.775001525878906,45.26008605957031,6605400
2015-04-02,50.02000045776367,50.15999984741211,49.69499969482422,49.83000183105469,45.310089111328125,3840400
2015-04-06,49.375,50.314998626708984,49.275001525878906,49.8650016784668,45.3419189453125,5027400
2015-04-07,49.8650016784668,50.130001068115234,49.73500061035156,49.80500030517578,45.287353515625,3993600
2015-04-08,50.0,50.48500061035156,49.86000061035156,50.41999816894531,45.84657287597656,6522400
2015-04-09,50.5,50.845001220703125,50.29999923706055,50.36000061035156,45.792030334472656,5301000
2015-04-10,50.459999084472656,50.540000915527344,49.96500015258789,49.98500061035156,45.45103073120117,5918200
2015-04-13,49.98500061035156,50.029998779296875,49.529998779296875,49.6349983215332,45.132789611816406,7313800
2015-04-14,49.529998779296875,49.904998779296875,49.349998474121094,49.76499938964844,45.25099563598633,4770800
2015-04-15,50.314998626708984,50.3650016784668,49.8650016784668,49.915000915527344,45.38739013671875,5716200
2015-04-16,49.744998931884766,50.084999084472656,49.70000076293945,49.95000076293945,45.419212341308594,4104000
2015-04-17,49.584999084472656,49.685001373291016,49.06999969482422,49.275001525878906,44.80543518066406,6049600
2015-04-20,49.540000915527344,50.16999816894531,49.5099983215332,49.994998931884766,45.46013259887695,6208600
2015-04-21,50.380001068115234,50.42499923706055,49.86000061035156,50.14500045776367,45.59652328491211,5125200
2015-04-22,50.150001525878906,50.19499969482422,49.64500045776367,50.07500076293945,45.53287124633789,3905800
